Nome medicinale,Codice AIC,Principio attivo,Forma farmaceutica e dosaggio,Titolare AIC,Data inizio,Fine presunta,Equivalente,Motivazioni,Suggerimenti/Indicazioni AIFA,Nota AIFA,Classe di rimborsabilit�,Codice ATC,cleaned_atc,PRK
LENALIDOMIDE MYLAN,49282092,LENALIDOMIDE,10 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (PVC/ACLAR/ALU) - 21 CAPSULE,MYLAN PHARMACEUTICALS LIMITED,20/02/2023,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,L04AX04,L04AX04,83917
LENALIDOMIDE MYLAN,49282116,LENALIDOMIDE,15 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (PVC/ACLAR/ALU) - 21 CAPSULE,MYLAN PHARMACEUTICALS LIMITED,15/04/2025,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,L04AX04,L04AX04,83925
LENALIDOMIDE MYLAN,49282027,LENALIDOMIDE,"2,5 MG - CAPSULA RIGIDA - USO ORALE - BLISTER (PVC/ACLAR/ALU) - 21 CAPSULE",MYLAN PHARMACEUTICALS LIMITED,09/06/2025,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,L04AX04,L04AX04,113387
LENALIDOMIDE PIRAMAL,48974075,LENALIDOMIDE,"""15 MG CAPSULE RIGIDE"" 21 CAPSULE IN BLISTER PVC/PCTFE/AL",PIRAMAL CRITICAL CARE ITALIA S.P.A.,21/08/2024,31/12/2025,S�,Elevata richiesta/problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,L04AX04,L04AX04,83925
LENALIDOMIDE PIRAMAL,48974048,LENALIDOMIDE,"""5 MG CAPSULE RIGIDE"" 21 CAPSULE IN BLISTER PVC/PCTFE/AL",PIRAMAL CRITICAL CARE ITALIA S.P.A.,19/02/2024,31/12/2025,S�,Elevata richiesta,Si rilascia autorizzazione all�importazione alle strutture sanitarie per analogo autorizzato all�estero,,A CARICO DEL SSN AMBITO OSPED.,L04AX04,L04AX04,83909
LENALIDOMIDE SANDOZ,45986080,LENALIDOMIDE,"""5 MG CAPSULE RIGIDE"" 21 CAPSULE IN BLISTER OPA/AL/PVC/AL",SANDOZ S.P.A.,15/11/2023,,S�,Elevata richiesta,Rilasciata determinazione per l�importazione al titolare A.I.C.,,A CARICO DEL SSN AMBITO OSPED.,L04AX04,L04AX04,83909
LENALIDOMIDE SANDOZ,45986130,LENALIDOMIDE,"""10 MG CAPSULE RIGIDE"" 21 CAPSULE IN BLISTER OPA/AL/PVC/AL",SANDOZ S.P.A.,15/12/2023,,S�,Elevata richiesta,Rilasciata determinazione per l�importazione al titolare A.I.C.,,A CARICO DEL SSN AMBITO OSPED.,L04AX04,L04AX04,83917
LENALIDOMIDE SUN,49623580,LENALIDOMIDE,"""15 MG CAPSULE RIGIDE "" 21X1 CAPSULE IN BLISTER IN DOSE UNITARIA PVC/PCTFE/Al",SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,04/06/2024,,S�,Elevata richiesta,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,L04AX04,L04AX04,83925
LENALIDOMIDE SUN,49623388,LENALIDOMIDE,"""2,5 MG CAPSULE RIGIDE "" 21X1 capsule in blister divisibile per dose unitaria PVC/PCTFE/Al",SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,20/05/2025,,S�,Problemi produttivi: distribuzione contingentata,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,L04AX04,L04AX04,113387
LENALIDOMIDE ZENTIVA,48350146,LENALIDOMIDE,"""25 MG CAPSULE RIGIDE"" 21 CAPSULE IN BLISTER OPA/AL/PVC/AL",ZENTIVA ITALIA S.R.L.,30/09/2024,,S�,Cessata commercializzazione temporanea,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,L04AX04,L04AX04,83933
LENALIDOMIDE ZENTIVA,48350045,LENALIDOMIDE,"""5 MG CAPSULE RIGIDE"" 21 CAPSULE IN BLISTER OPA/AL/PVC/AL",ZENTIVA ITALIA S.R.L.,24/08/2024,,S�,Cessata commercializzazione temporanea,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,L04AX04,L04AX04,83909
LENALIDOMIDE ZENTIVA,48350122,LENALIDOMIDE,"""20 MG CAPSULE RIGIDE"" 21 CAPSULE IN BLISTER OPA/AL/PVC/AL",ZENTIVA ITALIA S.R.L.,30/09/2024,,S�,Cessata commercializzazione temporanea,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,L04AX04,L04AX04,125741
LENALIDOMIDE ZENTIVA,48350084,LENALIDOMIDE,"""10 MG CAPSULE RIGIDE"" 21 CAPSULE IN BLISTER OPA/AL/PVC/AL",ZENTIVA ITALIA S.R.L.,30/09/2024,,S�,Cessata commercializzazione temporanea,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,L04AX04,L04AX04,83917
LENALIDOMIDE ZENTIVA,48350108,LENALIDOMIDE,"""15 MG CAPSULE RIGIDE"" 21 CAPSULE IN BLISTER OPA/AL/PVC/AL",ZENTIVA ITALIA S.R.L.,30/09/2024,,S�,Cessata commercializzazione temporanea,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,L04AX04,L04AX04,83925
LEPONEX,28824011,CLOZAPINA,"""25 MG COMPRESSE"" 28 COMPRESSE",Viatris Healthcare Limited,12/05/2015,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,N05AH02,N05AH02,25429
LEPONEX,28824023,CLOZAPINA,"""100 MG COMPRESSE"" 28 COMPRESSE",Viatris Healthcare Limited,01/12/2015,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,N05AH02,N05AH02,25437
LEQVIO,49274018,INCLISIRAN,"284 MG - SOLUZIONE INIETTABILE - USO SOTTOCUTANEO - SIRINGA PRERIEMPITA (VETRO) 1,5 ML (189 MG / ML) - 1 SIRINGA PRERIEMPITA",NOVARTIS EUROPHARM LIMITED,14/06/2023,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,disponibile in commercio confezione sostitutiva con AIC 049274020,A TOTALE CARICO DEL SSN.,C10AX16,C10AX16,213055
LERCANIDIPINA MYLAN ITALIA,39264066,LERCANIDIPINA CLORIDRATO,""" 20 MG COMPRESSE RIVESTITE CON FILM "" 28 COMPRESSE IN BLISTER AL/PVC",MYLAN S.P.A.,29/07/2014,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,C08CA13,C08CA13,79510
LERCANIDIPINA MYLAN ITALIA,39264015,LERCANIDIPINA CLORIDRATO,""" 10 MG COMPRESSE RIVESTITE CON FILM "" 28 COMPRESSE IN BLISTER AL/PVC",MYLAN S.P.A.,29/07/2014,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,C08CA13,C08CA13,48100
LERCANIDIPINA SANDOZ,39277177,LERCANIDIPINA CLORIDRATO,"""20 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/PVC",SANDOZ S.P.A.,19/12/2014,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,C08CA13,C08CA13,79510
LERCANIDIPINA SANDOZ,39277052,LERCANIDIPINA CLORIDRATO,"""10 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/PVC",SANDOZ S.P.A.,13/01/2015,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,C08CA13,C08CA13,48100
LERCANIDIPINA ZENTIVA,39567159,LERCANIDIPINA CLORIDRATO,10 mg compresse  rivestite  film  -  28 compresse in blister Al/PVC/PVDC,ZENTIVA ITALIA S.R.L.,30/06/2022,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,C08CA13,C08CA13,48100
LERCANIDIPINA ZENTIVA,39567211,LERCANIDIPINA CLORIDRATO,20 mg compresse  rivestite  film  -  28 compresse in blister Al/PVC/PVDC,ZENTIVA ITALIA S.R.L.,30/06/2022,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,C08CA13,C08CA13,79510
LETROZOLO ALMUS,46020018,LETROZOLO,"""2,5 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER AL/PVDC/PVC/PE/PVDC",ALMUS S.R.L.,01/06/2025,31/12/2025,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,L02BG04,L02BG04,47724
LETROZOLO MYLAN GENERICS,40645069,LETROZOLO,"""2,5 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/PVDC-AL",MYLAN S.P.A.,23/12/2024,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,L02BG04,L02BG04,47724
LETROZOLO PENSA,40414029,LETROZOLO,""" 2,5 MG COMPRESSE RIVESTITE CON FILM "" 30 COMPRESSE IN BLISTER PVC/AL",Towa Pharmaceutical S.p.A.,15/05/2024,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,L02BG04,L02BG04,47724
LETROZOLO PENSA PHARMA,50490010,LETROZOLO,"""2.5 mg COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC-PVDC/AL",Towa Pharmaceutical S.p.A.,15/03/2025,30/09/2025,S�,Elevata richiesta/problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,L02BG04,L02BG04,47724
LETROZOLO ZENTIVA,40413041,LETROZOLO,"2,5 MG COMPRESSE RIVESTITE CON FILM "" 30 COMPRESSE IN BLISTER PVC/AL",ZENTIVA ITALIA S.R.L.,31/08/2023,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,L02BG04,L02BG04,47724
LEVAIR,42718027,LEVOSULPIRIDE,"""25 MG/ML GOCCE ORALI, SOLUZIONE"" 1 FLACONE DA 20 ML",EPIFARMA S.R.L,31/10/2021,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,N05AL07,N05AL07,
LEVETIRACETAM ACCORD HEALTHCARE,43273010,LEVETIRACETAM,"""100MG/ML SOLUZIONE ORALE"" 1 FLACONE IN VETRO DA 300 ML CON SIRINGA ORALE GRADUATA DA 10 ML ED ADATTATORE PER SIRINGA","ACCORD HEALTHCARE, S.L.U.",16/04/2025,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,N03AX14,N03AX14,80918
LEVETIRACETAM AUROBINDO PHARMA ITALIA,45107012,LEVETIRACETAM,"""100 MG/ML SOLUZIONE ORALE"" 1 FLACONE IN VETRO DA 150 ML  CON 1 SIRINGA PER SOMMINISTRAZIONE ORALE DA 1 ML E 1 ADATTORE PER LA SIRINGA",AUROBINDO PHARMA (ITALIA) S.R.L.,01/02/2023,,S�,Cessata commercializzazione temporanea,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,N03AX14,N03AX14,80918
LEVETIRACETAM DOCGEN,46222030,LEVETIRACETAM,"""100 MG/ML SOLUZIONE ORALE"" 1 FLACONE IN VETRO DA 300 ML CON SIRINGA GRADUATA DA 10 ML IN PP/PE E ADATTATORE",DOC GENERICI SRL,31/12/2023,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,N03AX14,N03AX14,80918
LEVETIRACETAM DOCGEN,46222028,LEVETIRACETAM,"""100 MG/ML SOLUZIONE ORALE"" 1 FLACONE IN VETRO DA 150 ML CON SIRINGA GRADUATA DA 3 ML IN PP/PE E ADATTATORE",DOC GENERICI SRL,31/05/2024,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,N03AX14,N03AX14,80918
LEVETIRACETAM DOCGEN,46222016,LEVETIRACETAM,"""100 MG/ML SOLUZIONE ORALE"" 1 FLACONE IN VETRO DA 150 ML CON SIRINGA GRADUATA DA 1 ML IN PP/PE E ADATTATORE",DOC GENERICI SRL,20/12/2024,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,N03AX14,N03AX14,80918
LEVETIRACETAM EG,40295216,LEVETIRACETAM,"""1000 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/AL",EG S.P.A.,01/11/2022,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,N03AX14,N03AX14,58408
LEVETIRACETAM HOSPIRA,43185014,LEVETIRACETAM,100 MG/ML - CONCENTRATO PER SOLUZIONE PER INFUSIONE -  USO ENDOVENOSO - FLACONCINO (VETRO) 5 ML - 10 FLACONCINI,PFIZER EUROPE MA EEIG,28/10/2024,,S�,Elevata richiesta,"Si rilascia autorizzazione all�importazione alle strutture sanitarie per analogo autorizzato all�estero, nel caso in cui le strutture interessate riscontrino discontinuit� nella fornitura, a livello delle reti distributive cui hanno accesso",,A TOTALE CARICO DELL'ASSISTITO,N03AX14,N03AX14,80926
LEVETIRACETAM MYLAN,40850036,LEVETIRACETAM,"""100 MG/ML CONCENTRATO PER SOLUZIONE PER INFUSIONE"" 10 FIALE VETRO DA 5 ML",MYLAN S.P.A.,02/09/2024,,S�,Problemi produttivi,"Si rilascia autorizzazione all�importazione alle strutture sanitarie per analogo autorizzato all�estero, nel caso in cui le strutture interessate riscontrino discontinuit� nella fornitura, a livello delle reti distributive cui hanno accesso",,A TOTALE CARICO DELL'ASSISTITO,N03AX14,N03AX14,80926
LEVETIRACETAM PENSA,40455040,LEVETIRACETAM,"""1000 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE  IN BLISTER PVC/PVDC/AL",Towa Pharmaceutical S.p.A.,01/08/2024,31/03/2025,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,N03AX14,N03AX14,58408
LEVETIRACETAM PENSA,40455014,LEVETIRACETAM,"""500 MG COMPRESSE RIVESTITE CON FILM"" 60 COMPRESSE IN BLISTER PVC/PVDC/AL",Towa Pharmaceutical S.p.A.,01/03/2025,30/09/2025,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,N03AX14,N03AX14,58394
LEVETIRACETAM SANDOZ,40440137,LEVETIRACETAM,"""500 MG COMPRESSE RIVESTITE CON FILM"" 60 COMPRESSE IN BLISTER OPA/AL/PVC-AL",SANDOZ S.P.A.,21/07/2017,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,N03AX14,N03AX14,58394
LEVETIRACETAM SANDOZ,40440190,LEVETIRACETAM,"""1000 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER OPA/AL/PVC-AL",SANDOZ S.P.A.,21/07/2017,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,N03AX14,N03AX14,58408
LEVETIRACETAM SUN,41660010,LEVETIRACETAM,"""100 MG/ML - CONCENTRATO PER SOLUZIONE PER INFUSIONE - USO ENDOVENOSO - FLACONCINO (VETRO) - 5 ML"" 10 FLACONCINI",SUN PHARMACEUTICAL INDUSTRIES (EUROPE) B.V.,01/06/2020,,S�,Cessata commercializzazione temporanea,"Si rilascia autorizzazione all�importazione alle strutture sanitarie per analogo autorizzato all�estero, nel caso in cui le strutture interessate riscontrino discontinuit� nella fornitura, a livello delle reti distributive cui hanno accesso",,A TOTALE CARICO DELL'ASSISTITO,N03AX14,N03AX14,80926
LEVETIRACETAM TEVA ITALIA,40432027,LEVETIRACETAM,"""100 MG/ML CONCENTRATO PER SOLUZIONE PER INFUSIONE"" 10 FLACONCINI 5 ML",TEVA ITALIA S.R.L.,09/01/2025,,S�,Problemi produttivi,"Si rilascia autorizzazione all�importazione alle strutture sanitarie per analogo autorizzato all�estero, nel caso in cui le strutture interessate riscontrino discontinuit� nella fornitura, a livello delle reti distributive cui hanno accesso",,A TOTALE CARICO DELL'ASSISTITO,N03AX14,N03AX14,80926
LEVETIRACETAM TILLOMED,46275020,LEVETIRACETAM,"""100 MG/ML CONCENTRATO PER SOLUZIONE PER INFUSIONE"" 10 FLACONCINI IN VETRO DA 5 ML",TILLOMED ITALIA SRL,03/12/2024,,S�,Problemi produttivi,"Si rilascia autorizzazione all�importazione alle strutture sanitarie per analogo autorizzato all�estero, nel caso in cui le strutture interessate riscontrino discontinuit� nella fornitura, a livello delle reti distributive cui hanno accesso",,A TOTALE CARICO DELL'ASSISTITO,N03AX14,N03AX14,80926
LEVETIRACETAM ZENTIVA,41147036,LEVETIRACETAM,""" 500 MG COMPRESSE RIVESTITE CON FILM"" 60 COMPRESSE IN BLISTER PVC/AL",ZENTIVA ITALIA S.R.L.,12/06/2023,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,N03AX14,N03AX14,58394
LEVETIRACETAM ZENTIVA,41147099,LEVETIRACETAM,""" 1000 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/AL",ZENTIVA ITALIA S.R.L.,30/05/2023,,S�,Elevata richiesta,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,N03AX14,N03AX14,58408
LEVITRA,35734072,VARDENAFIL IDROCLORIDRATO,"""10 MG COMPRESSE RIVESTITE CON FILM"" 8 COMPRESSE IN BLISTER (PP/ALU) USO ORALE",BAYER AG,17/07/2012,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE09,G04BE09,69205
LEVITRA,35734161,VARDENAFIL IDROCLORIDRATO,"""10 MG-COMPRESSA ORODISPERSIBILE-USO ORALE-BLISTER(ALU/ALU) IN PORTA BLISTER"" 8 COMPRESSE",BAYER AG,31/07/2022,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE09,G04BE09,
LEVITRA,35734159,VARDENAFIL IDROCLORIDRATO,""" 10 MG-COMPRESSA ORODISPERSIBILE-USO ORALE-BLISTER(ALU/ALU) IN PORTA BLISTER"" 4 COMPRESSE",BAYER AG,31/07/2022,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE09,G04BE09,69205
LEVITRA,35734122,VARDENAFIL IDROCLORIDRATO,"""20 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE IN BLISTER (PP/ALU) USO ORALE",BAYER AG,31/07/2022,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,G04BE09,G04BE09,69213
LEVITRA,35734021,VARDENAFIL IDROCLORIDRATO,"""5 MG COMPRESSE RIVESTITE CON FILM"" 4 COMPRESSE IN BLISTER (PP/ALU) USO ORALE",BAYER AG,20/11/2024,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE09,G04BE09,69191
LEVITRA,35734060,VARDENAFIL IDROCLORIDRATO,"""10 MG COMPRESSE RIVESTITE CON FILM"" 4 COMPRESSE IN BLISTER (PP/ALU) USO ORALE",BAYER AG,20/11/2024,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE09,G04BE09,69205
LEVITRA,35734058,VARDENAFIL IDROCLORIDRATO,"""10 MG COMPRESSE RIVESTITE CON FILM"" 2 COMPRESSE IN BLISTER (PP/ALU) USO ORALE",BAYER AG,20/11/2024,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G04BE09,G04BE09,69205
LEVOBUPIVACAINA ALTAN,46878031,LEVOBUPIVACAINA CLORIDRATO,"""1,25 MG/ML SOLUZIONE PER INFUSIONE"" 12 SACCHE IN PP DA 200 ML",ALTAN PHARMA LIMITED,04/03/2022,,No,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,N01BB10,N01BB10,70955
LEVOBUPIVACAINA KABI,43362197,LEVOBUPIVACAINA CLORIDRATO,"""7,5 MG/ML SOLUZIONE INIETTABILE E PER INFUSIONE"" 5 FIALE STERILI IN PP DA 10ML",FRESENIUS KABI ITALIA S.R.L.,22/07/2024,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,N01BB10,N01BB10,55719
LEVOBUPIVACAINA KABI,43362161,LEVOBUPIVACAINA CLORIDRATO,"""5 MG/ML SOLUZIONE INIETTABILE E PER INFUSIONE"" 5 FIALE STERILI IN PP DA 10ML",FRESENIUS KABI ITALIA S.R.L.,17/08/2024,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,N01BB10,N01BB10,55700
LEVOBUPIVACAINA MOLTENI,43726037,LEVOBUPIVACAINA CLORIDRATO,"""1,25 MG/ML SOLUZIONE PER INFUSIONE"" 12 SACCHE IN PP DA 200 ML",L. MOLTENI & C. DEI F.LLI ALITTI SOCIETA' DI ESERCIZIO S.P.A.,31/05/2022,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,N01BB10,N01BB10,70955
LEVOBUPIVACAINA MOLTENI,43726025,LEVOBUPIVACAINA CLORIDRATO,"""0,625 MG/ML SOLUZIONE PER INFUSIONE"" 24 SACCHE IN PP DA 100 ML",L. MOLTENI & C. DEI F.LLI ALITTI SOCIETA' DI ESERCIZIO S.P.A.,28/01/2022,,No,Problemi produttivi: distribuzione contingentata,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,N01BB10,N01BB10,
LEVOBUPIVACAINA MOLTENI,43726049,LEVOBUPIVACAINA CLORIDRATO,"""1,25 MG/ML SOLUZIONE PER INFUSIONE"" 24 SACCHE IN PP DA 100 ML",L. MOLTENI & C. DEI F.LLI ALITTI SOCIETA' DI ESERCIZIO S.P.A.,31/05/2022,,S�,Problemi produttivi,"Si rilascia autorizzazione all�importazione alle strutture sanitarie per analogo autorizzato all�estero, nel caso in cui le strutture interessate riscontrino discontinuit� nella fornitura, a livello delle reti distributive cui hanno accesso",,A TOTALE CARICO DELL'ASSISTITO,N01BB10,N01BB10,70947
LEVOBUPIVACAINA MOLTENI,43726013,LEVOBUPIVACAINA CLORIDRATO,"""0,625 MG/ML SOLUZIONE PER INFUSIONE"" 12 SACCHE IN PP DA 200 ML",L. MOLTENI & C. DEI F.LLI ALITTI SOCIETA' DI ESERCIZIO S.P.A.,28/01/2022,,No,Cessata commercializzazione temporanea,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,N01BB10,N01BB10,
LEVODOPA/CARBIDOPA/ENTACAPONE MYLAN,44193201,CARBIDOPA + ENTACAPONE + LEVODOPA,"""150 MG/37,5 MG/200 MG COMPRESSE RIVESTITE CON FILM"" 100 COMPRESSE IN FLACONE HDPE",MYLAN S.P.A.,20/01/2025,,S�,Elevata richiesta,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,N04BA03,N04BA03,72680
LEVOFLOXACINA AUROBINDO,40941155,LEVOFLOXACINA,"""500 MG COMPRESSE RIVESTITE CON FILM"" 5 COMPRESSE IN BLISTER PVC/ACLAR-AL",AUROBINDO PHARMA (ITALIA) S.R.L.,30/09/2024,,No,Elevata richiesta/problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,J01MA12,J01MA12,48763
LEVOFLOXACINA AUROBINDO ITALIA,44762060,LEVOFLOXACINA EMIIDRATO,""" 5MG/ML SOLUZIONE PER INFUSIONE "" 10 FLACONCINI IN VETRO DA 100 ML",Eugia Pharma (Malta) Limited,30/06/2023,,S�,Cessata commercializzazione temporanea,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,J01MA12,J01MA12,97500
LEVOFLOXACINA MYLAN GENERICS ITALIA,39675172,LEVOFLOXACINA,"""500 MG COMPRESSE RIVESTITE CON FILM"" 5 COMPRESSE IN BLISTER PVC/AL",MYLAN S.P.A.,01/07/2024,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,J01MA12,J01MA12,48763
LEVOFLOXACINA PENSA PHARMA,40050027,LEVOFLOXACINA EMIIDRATO,"""500 MG COMPRESSE RIVESTITE CON FILM"" 5 COMPRESSE",Towa Pharmaceutical S.p.A.,01/03/2025,30/09/2025,S�,Elevata richiesta,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,J01MA12,J01MA12,48763
